CountryCode,Mode,ApproachName,Definition,SourceTypeContext,Author,TheoreticalStance,StudentFriendlyStrategy,ApplicationToHumanities,KeyQuotes,ConnectionsCritiques,GovernmentMandated,Orientation,Level,
USA - CA,Current,Learning Goals/Targets with Success Criteria encouraged by state frameworks (CSTP/EL Roadmap/subject frameworks),"CA Content Standards (incl. CCSS-CA), ELD Standards, and subject frameworks emphasise learning goals, success criteria, and formative assessment, especially to support English learners. CSTP (teacher standards) expect communicating goals and using assessment to inform instruction; no mandated wording.","CA standards and frameworks (e.g., ELA/ELD Framework; Mathematics Framework; Science Framework for NGSS); California Standards for the Teaching Profession (CSTP).",California Department of Education; Commission on Teacher Credentialing (CSTP).,Standards-based with strong formative assessment and language-development focus; widespread district adoption of “Learning Intentions/Success Criteria” (Visible Learning) but not required by law.,“We are learning to…” Advantages:  “Success looks like…” with exemplars; sentence frames/scaffolds; feedback cycles; portfolio evidence.,"History–Social Science Framework promotes inquiry questions; daily learning goals/criteria make disciplinary thinking visible (sourcing, corroboration, argument).",Paraphrase (EL Roadmap/Frameworks): “Make learning goals and success criteria explicit and accessible to multilingual learners.”,"Advantages:  Strong alignment among standards, frameworks, and formative practices; supports multilingual learners. − Variation across large districts; risk of jargon/compliance without deep use.",Standards/frameworks mandated; lesson-format/LI wording not mandated—district policy/PD driven.,Teacher clarity; inquiry supported by criteria,K–12,
USA - FL,Current,Learning Goals & Scales (Marzano) or Learning Targets Advantages:  criteria (district policy),"Florida uses B.E.S.T. Standards. Many districts adopt the Marzano evaluation model, requiring visible “Learning Goals & Scales,” or use Danielson with Learning Targets and criteria. This is a district requirement tied to evaluation, not a state statute.",FLDOE standards; district evaluation frameworks (Marzano or Danielson) and T&L handbooks.,FLDOE (standards); districts (evaluation/implementation).,Standards-based with strong teacher-clarity/evaluation emphasis; Marzano proficiency scales common.,Post Learning Goal and 0–4 Proficiency Scale or success criteria; students self-rate; teacher uses checks for understanding and targeted feedback.,Civics benchmarks unpacked into daily goals; scales describe levels of analysis/evidence; tasks aligned to state end-of-course assessments., (Marzano): “Learning goals and scales clarify the target and levels of performance.”,Advantages:  Clear progression signals for students; alignment to evaluation rubrics. − Can become formulaic; scales may crowd out richer success criteria if not thoughtfully designed.,"Standards mandated by state. Learning goal/scales or LI/SC use driven by district evaluation policy, not state law.",Teacher-led clarity; Student self-monitoring,K–12,
CAN,Current,Provincial Curriculum with LI/SC & Backward Design,"A system where each province sets its own curriculum, typically defined by Learning Outcomes or Overall/Specific Expectations. At the classroom level, the dominant practice is framing lessons with Learning Intentions/Goals and Success Criteria, often within a unit planned using Backward Design principles.","The Ministries of Education for each English-speaking province (e.g., British Columbia, Alberta, Ontario). The pedagogy is a pragmatic blend of global ""evidence-based"" trends, particularly Assessment for Learning (AfL) from the UK and UbD from the US.",Provincial Ministries of Education.,"Pragmatic, Eclectic Constructivism. There is a strong system-wide emphasis on formative assessment, differentiated instruction, and inquiry-based learning. The goal is to create inclusive, student-centered classrooms, but this is balanced with a focus on clear, demonstrable outcomes.","The teacher shares the Learning Goal/Intention and co-constructs the Success Criteria with students. This is a very common and expected practice, often written on the board in ""I can..."" or ""We are learning to..."" format.","Humanities (Social Studies, History) are framed with a dual focus on disciplinary skills (e.g., historical thinking concepts like primary source evidence, continuity and change) and the development of inclusive, multicultural citizenship.","(d from various provincial documents) ""The goal is to develop lifelong learners who are engaged citizens in a diverse and changing world.""","Advantages:  The provincial systems are generally high-performing and equitable by international standards. The blend of AfL and Backward Design provides both daily clarity and long-term purpose.   - There can be significant ""pedagogical churn"" as governments and priorities change. The eclectic blend of theories can sometimes lead to a lack of deep philosophical coherence at the school level.","Yes (at the provincial level). Each province mandates its own curriculum. The specific pedagogical practices (like using LI/SC) are typically promoted as official ""best practices"" and embedded in teacher evaluation frameworks.",Learner-Centered / Assessment-Informed.,"Primary, Secondary (K-12).",
CAN - QC,Current,Competency-Based Framing (Programme de formation de l'école québécoise),"A system where all learning is framed by the goal of developing nine broad, cross-curricular Competencies (compétences transversales) and several subject-specific competencies. The curriculum is not a list of content to be covered, but a framework for developing and evaluating these complex competencies over time.","The Programme de formation de l'école québécoise (QEP - Quebec Education Program). This is a major, philosophically-driven reform that broke from traditional models and is rooted in European (especially Franco-Belgian) socio-constructivist thought.",Ministère de l'Éducation du Québec.,"Socio-Constructivism / Competency-Based. A radical constructivist model. It posits that knowledge is actively constructed by learners in complex situations. The focus is not on what students know, but on what they can do with their knowledge in an authentic context. It is process-oriented over product-oriented.","The lesson is framed by a complex, authentic situation (situation d'apprentissage). The teacher does not typically state a granular LI/SC. Instead, they present a problem or project and frame the work by asking, ""Which competencies will we need to use to solve this problem?"" or ""How will this help us develop our ability to 'cooperate' or 'communicate appropriately'?""","Humanities (""Universe, Social"") are framed through complex inquiry projects. For example, instead of a lesson on the Plains of Abraham, students might be given a long-term project: ""Create a museum exhibit that represents the different perspectives of the groups involved in the battle."" The assessment would focus on the competencies demonstrated (e.g., ""Uses information,"" ""Communicates appropriately"").","(From the QEP) ""To learn is to change one's relationship with the world, to act upon it and to derive a feeling of competence from it.""","Advantages:  A deeply coherent and philosophically ambitious model that promotes deep learning, student agency, and the transfer of skills.   - Has been highly controversial and extremely challenging to implement. It requires a very high level of pedagogical skill from teachers and a complete shift away from traditional assessment methods. It has faced persistent criticism for a perceived lack of focus on foundational knowledge.",Yes. The QEP is the mandated curriculum framework for all schools in Quebec.,Competency-Focused / Socio-Constructivist.,,
NZL,Current,Learning Intention/Visible Learning: Empathetic attunement/PCK mostly through The Intentional Alignment Model,"An evolved pedagogical design framework where Learning Intentions and Success Criteria are the central hub for intentionally aligning all aspects of a lesson. The model requires the teacher to align seven key components—(1) Success Criteria, (2) Cognitive Task Analysis, (3) Climate/Culture, (4) Teaching Methods, (5) Learning Strategies, (6) Activities, and (7) Assessment—with the intended level of cognitive complexity (knowing-that, knowing-how, knowing-with, or surface, deep, transfer).","This model represents the current evolution of Hattie's work, most clearly articulated in works like Visible Learning: The Sequel (2023). It builds directly upon the foundational ideas in Visible Learning (2009) but integrates them into a more robust planning structure, heavily influenced by John Biggs's work.","John Hattie. This latest iteration explicitly synthesises his evidence-based approach with the principles of ""Constructive Alignment,"" pioneered by John Biggs.","Evidence-Based Constructive Alignment. While retaining its empirical, pragmatic core (prioritising strategies with high effect sizes), the framework now explicitly adopts a constructive alignment/backward design philosophy. The starting point is not the content to be taught, but the intended learning outcome and its required cognitive depth.","Teacher Strategy (The Alignment): The teacher's core strategy is the deliberate, behind-the-scenes work of ensuring that if the Success Criteria demand ""knowing-how"" (deep learning), then the chosen teaching methods, activities, and assessments are not misaligned by only targeting ""knowing-that"" (surface learning).   Student-Facing Strategy (The Clarity): This alignment becomes visible to students through the classic LI/SC structure (e.g., WALT/WILF). The Success Criteria are carefully worded to reflect the required cognitive complexity: ""I can list the causes..."" (surface), ""I can explain the relationship between the causes..."" (deep), ""I can use these causes to predict an outcome in a new scenario..."" (transfer).","Crucial for making the implicit cognitive skills of humanities subjects explicit. Instead of a vague goal like ""analyse the poem,"" the LI/SC framework forces clarity: LI: ""We are learning to analyse how a poet uses metaphors to convey a feeling of loss."" SC: ""I can identify three metaphors in the poem. I can explain the two ideas being compared in each metaphor. I can describe the specific feeling that each metaphor creates for the reader."" This structure helps deconstruct complex skills like historical argumentation, source analysis, or thematic interpretation into teachable and assessable components.","1. ""The major message of my research is the need to see learning through the eyes of the students."" (Visible Learning, 2009), 2. "Know thy Impact" (2023)    3. ""The purpose of a learning intention is to be clear what the student should learn from the lesson... The success criteria are the 'I can' or 'I know' statements that stem from the learning intention and provide a range for students to assess their own learning."" (Visible Learning: The Sequel, 2023)   4. ""Excellence in teaching is not about the personality of the teacher, their years of experience... it is about the deliberate acts that teachers undertake."" (Visible Learning for Teachers, 2012)","Advantages:  Directly addresses the ""lethal mutation"" critique (popularised by Dylan Wiliam) where LIs/SCs become a superficial compliance ritual. The alignment model forces deep pedagogical reasoning, increasing the likelihood of meaningful implementation. - The cognitive demand on the teacher is significantly higher. This sophisticated model requires a deep understanding of cognitive science and curriculum progressions, making it far more challenging to implement with fidelity at scale than the simpler original formulation.","No. It remains a research-based framework for professional development. However, its principles of alignment, clarity, and evidence-based practice are increasingly embedded within national curriculum design, teacher standards, and inspection frameworks.",Outcomes-Focused / Design-Led. The orientation shifts from merely making the learning visible to intentionally designing for a specific level of learning. The teacher acts as an instructional designer who aligns resources to ensure students can meet the pre-determined success criteria.,Universal (Primary & Post-Primary).,
GBR - ENG,Current,Formative Assessment: Clarifying Goals through Dialogue & Exemplars,"A pedagogical approach where the lesson's learning intentions and success criteria are clarified through a teacher-facilitated process, not by simply stating them. It is Strategy #1 of Wiliam's Five Key Strategies of Formative Assessment: ""Clarifying, sharing, and understanding learning intentions and criteria for success."" It prioritises student comprehension of the goal over procedural compliance.","Grounded in decades of research, popularised through seminal works like Inside the Black Box (Black & Wiliam, 1998) and the practical guide Embedding Formative Assessment (Wiliam, 2011). This is a framework for teacher practice and professional development, not a curriculum.",Dylan Wiliam (in foundational collaboration with Paul Black and Siobhán Leahy).,"Pragmatic Formative Assessment. Rooted in the principle that evidence of student learning must be used to adjust teaching and learning in real-time. It is a practical, evidence-informed approach focused on engineering effective classroom environments where students become owners of their own learning.","The Exemplar & Co-Construction Process. Instead of a pre-written LI/SC, the framing is an interactive event:  1. Introduce the Goal/Task: Often framed as a ""Big Question"" to be answered (e.g., ""How can we write a persuasive paragraph?"").  2. Analyse Exemplars: Students are given multiple, anonymous examples of the target work (e.g., three paragraphs: one excellent, one average, one weak).  3. Student Discussion: In pairs or groups, students analyse the exemplars to identify the features that create quality. (""What makes the good one good?"").  4. Co-Construct Success Criteria: The teacher synthesises the students' findings into a shared, class-generated list of success criteria, which are now deeply understood because the students discovered them.","Exceptionally powerful for subjects where quality is nuanced. To teach historical argumentation, a teacher provides three student essays on the same topic. Students analyse them to determine what constitutes ""strong use of evidence"" or a ""well-supported thesis."" The resulting, co-constructed success criteria are far more meaningful than a generic, teacher-provided checklist and directly model the process of critical analysis itself.","1. ""An assessment functions formatively to the extent that evidence about student achievement is elicited, interpreted, and used by teachers, learners, or their peers, to make decisions about the next steps in instruction that are likely to be better, or better founded, than the decisions they would have taken in the absence of the evidence."" (Embedded Formative Assessment, 2011)  2. ""The term ‘learning intention’ describes what it is that you want students to learn, and the term ‘success criteria’ describes what it looks like when they have learned it."" (various presentations)  3. ""What we have to do is to engineer situations in classrooms where we get evidence of learning, and the students and teachers make adjustments on the basis of that evidence."" (various presentations)","Advantages:  This process is the direct antidote to the ""lethal mutation"" of LI/SC. It makes it impossible for the criteria to be a superficial ritual, as they are generated through student inquiry. It empowers students and makes them authentic assessors of quality.  - It is significantly more demanding on the teacher. It requires careful planning, the sourcing or creation of quality exemplars, and skilled facilitation of classroom discussion. It resists being simplified into a checklist for administrative observation.","No. However, the principles of Assessment for Learning (AfL), which Wiliam's work defines, are foundational to the curriculum and inspection frameworks of many countries (e.g., the UK, Australia, Singapore) and are a cornerstone of modern teacher training.","Dialogue-Driven / Inquiry-Focused. The framing of learning is a collaborative act of discovery. The ultimate goal is student agency and the ability to self-regulate learning by holding a clear, internalised model of what quality looks like.",Universal (Primary & Post-Primary).,
GLB,Current,Visible Learning (Hattie) with Shirley Clarke: Teacher Clarity via Learning Intentions and Success Criteria (LI/SC) and Feedback,"An evidence‑informed framework emphasizing teacher clarity and assessment‑capable learners. Lessons are framed with explicit Learning Intentions (what/why) and co‑constructed Success Criteria (how we’ll know), supported by exemplars and iterative feedback cycles organized around the questions: Where am I going? How am I going? Where to next? Teachers evaluate their impact and adjust instruction, sequencing learning from surface to deep to transfer.","Research synthesis and classroom enactment: Hattie (Visible Learning, 2009; Visible Learning for Teachers, 2012; Visible Learning: The Sequel, 2023); Hattie & Timperley (The Power of Feedback, 2007); Hattie & Clarke (Visible Learning: Feedback, 2018).","John Hattie (framework/synthesis); Shirley Clarke (classroom enactment of LI/SC, exemplars, feedback).","Evidence‑informed, pragmatic synthesis with cognitive/constructivist underpinnings: teacher clarity; feedback as information; self‑regulation; progression surface → deep → transfer; teachers as evaluators of their impact.","- State LI/SC in student language (e.g., We are learning to…; We’ll know we’re successful when…).- Co‑construct success criteria using exemplars/annotated samples; make “look‑fors” visible.- Run the feedback triad: Where am I going? How am I going? Where to next? with feedback aimed at task, process, and self‑regulation levels (avoid person praise).- Use quick checks (mini‑whiteboards/work samples/conferences) to decide next steps; revisit LI/SC as learning advances.","- History: LI—Evaluate credibility of sources on X. SC—contextualize, corroborate, identify limitations; use exemplars to calibrate; students self/peer assess against SC before revising claims.- Literature: LI—Analyze how language and structure shape theme. SC—identify devices and structural moves; explain effects with evidence/warrants; use annotated mentor paragraphs, then student revision driven by feedback at task/process levels.",“Effective feedback answers three questions: Where am I going? How am I going? Where to next?” — Hattie & Timperley (2007). “Know thy impact.” — Hattie (2012). “Visible learning and teaching occurs when teachers see learning through the eyes of their students and help them become their own teachers.” — Hattie (2009).,"Connections: aligns with formative assessment traditions (Black & Wiliam), constructive/intentional alignment (Biggs), and GRR-style modeling/exemplars. Critique: (a) Generic LI/SC routines can sideline content‑specific Pedagogical Content Knowledge (PCK) if models/exemplars aren’t deeply disciplinary. (b) Implementations that ignore Culturally Responsive Pedagogy (CRP) risk clarity without cultural relevance, weakening engagement and equity. (c) Evidence base issues: effect sizes are meta‑meta aggregates; subject‑specific claims can rest on thin slices—your humanities audit notes untrustworthy or insufficient data records (e.g., n=7), so generalization to humanities should be cautious. (d) “Lethal mutation” risk: posting LI/SC and chasing hinge‑points without co‑construction, exemplars, or iterative use.",No (widely adopted by schools/systems as a professional framework; not a statutory curriculum).,Impact‑Driven / Teacher Clarity / Formative Feedback,"K–12 (Primary & Secondary), cross‑curricular",
GLB,Current,Formative Assessment: Clarifying Goals through Dialogue & Exemplars,"A pedagogical approach where the lesson's learning intentions and success criteria are clarified through a teacher-facilitated process, not by simply stating them. It is Strategy #1 of Wiliam's Five Key Strategies of Formative Assessment: ""Clarifying, sharing, and understanding learning intentions and criteria for success."" It prioritises student comprehension of the goal over procedural compliance.","Grounded in decades of research, popularised through seminal works like Inside the Black Box (Black & Wiliam, 1998) and the practical guide Embedding Formative Assessment (Wiliam, 2011). This is a framework for teacher practice and professional development, not a curriculum.",Dylan Wiliam (in foundational collaboration with Paul Black and Siobhán Leahy).,"Pragmatic Formative Assessment. Rooted in the principle that evidence of student learning must be used to adjust teaching and learning in real-time. It is a practical, evidence-informed approach focused on engineering effective classroom environments where students become owners of their own learning.","The Exemplar & Co-Construction Process. Instead of a pre-written LI/SC, the framing is an interactive event:  1. Introduce the Goal/Task: Often framed as a ""Big Question"" to be answered (e.g., ""How can we write a persuasive paragraph?"").  2. Analyse Exemplars: Students are given multiple, anonymous examples of the target work (e.g., three paragraphs: one excellent, one average, one weak).  3. Student Discussion: In pairs or groups, students analyse the exemplars to identify the features that create quality. (""What makes the good one good?"").  4. Co-Construct Success Criteria: The teacher synthesises the students' findings into a shared, class-generated list of success criteria, which are now deeply understood because the students discovered them.","Exceptionally powerful for subjects where quality is nuanced. To teach historical argumentation, a teacher provides three student essays on the same topic. Students analyse them to determine what constitutes ""strong use of evidence"" or a ""well-supported thesis."" The resulting, co-constructed success criteria are far more meaningful than a generic, teacher-provided checklist and directly model the process of critical analysis itself.","1. ""An assessment functions formatively to the extent that evidence about student achievement is elicited, interpreted, and used by teachers, learners, or their peers, to make decisions about the next steps in instruction that are likely to be better, or better founded, than the decisions they would have taken in the absence of the evidence."" (Embedded Formative Assessment, 2011)  2. ""The term ‘learning intention’ describes what it is that you want students to learn, and the term ‘success criteria’ describes what it looks like when they have learned it."" (various presentations)  3. ""What we have to do is to engineer situations in classrooms where we get evidence of learning, and the students and teachers make adjustments on the basis of that evidence."" (various presentations)","Advantages:  This process is the direct antidote to the ""lethal mutation"" of LI/SC. It makes it impossible for the criteria to be a superficial ritual, as they are generated through student inquiry. It empowers students and makes them authentic assessors of quality.  - It is significantly more demanding on the teacher. It requires careful planning, the sourcing or creation of quality exemplars, and skilled facilitation of classroom discussion. It resists being simplified into a checklist for administrative observation.","No. However, the principles of Assessment for Learning (AfL), which Wiliam's work defines, are foundational to the curriculum and inspection frameworks of many countries (e.g., the UK, Australia, Singapore) and are a cornerstone of modern teacher training.","Dialogue-Driven / Inquiry-Focused. The framing of learning is a collaborative act of discovery. The ultimate goal is student agency and the ability to self-regulate learning by holding a clear, internalised model of what quality looks like.",Universal (Primary & Post-Primary).,
GER,Current ,The Three Domains of Education: Purpose-Driven Framing,"A framework that posits that any educational act must be understood in relation to three purposes:  1. Qualification: Providing students with the knowledge, skills, and understanding to do something.  2. Socialization: Introducing students to existing social, cultural, and political traditions and ways of being.  3. Subjectification: Supporting the emergence of the student as a unique, independent agent; their capacity to be an ""I"" who can think and act for themselves, not just conform.  ""Framing"" is therefore the teacher's conscious decision about which of these purposes is being prioritised in any given moment.","This is a major philosophical contribution to educational theory, articulated in influential books like Good Education in an Age of Measurement (2010) and The Beautiful Risk of Education (2014). It serves as a critique of the global obsession with measurable outcomes (what Biesta calls ""learnification"").",Gert Biesta.,"Critical Theory / Pragmatic Philosophy of Education. Biesta's stance is fundamentally normative, meaning it is concerned with what education should be for, rather than being empirical (describing what is). He challenges the dominant language of ""learning"" and seeks to re-introduce a language of educational purpose, risk, and democracy.","The Teacher's Reflective Frame (Not a student-facing tool). Biesta offers no classroom ""strategy"" in the way Hattie or Wiliam do. The ""frame"" is the teacher's internal, professional question before and during a lesson:  • Is this activity only for qualification (getting the right answer)?  • How can I frame it to also address socialization (e.g., ""How does our discussion about this historical event connect us to our community's traditions?"")?  • Where is the space for subjectification (e.g., Shifting from ""What is the theme of this poem?"" to ""What does this poem ask of you? How do you respond?"").","Biesta's framework is profoundly resonant with the humanities. It articulates the central tension in these subjects: Are they for qualification (learning dates, names, literary terms) or are they for subjectification (developing a unique historical consciousness, a personal aesthetic response, a considered ethical stance)? His work gives teachers a language to justify and design lessons that aim for the latter, more profound goal.","1. ""The point of education is not that students learn, but that they learn something, that they learn it for a reason, and that they learn it from someone."" (The Beautiful Risk of Education, 2014)  2. ""[We must] challenge ‘learnification’ – the reduction of education to learning – and defend a vocabulary for education that is educational in its own right."" (Good Education, 2010)  3. ""Subjectification... is about the opposite of socialization. It is about the cultivation of a self-possessed ‘I’ that is able to judge, act, and take responsibility."" (various writings)","Advantages:  Acts as a vital and profound corrective to the purely instrumental focus of evidence-based models. It re-injects purpose, ethics, and democratic values into the conversation, validating the unmeasurable but crucial aspects of teaching.  - It is highly abstract and offers no concrete, replicable techniques for classroom management or instruction. Teachers working in high-accountability systems may find it inspiring but impractical for meeting prescribed, measurable targets. The language can be dense and academic.",No. This is a critical philosophical perspective that often stands in direct opposition to the instrumental logic of many government educational policies.,"Purpose-Led / Democratic / Subject-Focused (referring to the student as a unique 'subject'). The orientation is on the why of education, seeking to create spaces for students to come into the world as independent, thoughtful, and responsible individuals.",Universal (Primary & Post-Primary).,
GLB,Current,"Universal Design for Learning (UDL) Framework (3rd Ed., 2024)","A framework for designing learning environments and experiences that are accessible and effective for all learners. It operates on three core principles derived from neuroscience: providing multiple means of Engagement (the ""why"" of learning), Representation (the ""what""), and Action & Expression (the ""how""). The ultimate goal is to develop expert learners who have agency and are purposeful, resourceful, and strategic.","The primary source is the UDL Guidelines (Version 3.0, 2024) published by CAST (Center for Applied Special Technology). It is a scientifically validated framework, not a curriculum, intended to guide the design of instruction, materials, and assessments.",CAST (Center for Applied Special Technology).,"Neuroscience-Informed / Inclusive & Critical Pedagogy. UDL is grounded in research on brain networks (affective, recognition, strategic). The 2024 edition strengthens its stance in critical pedagogy by explicitly embedding considerations for social justice, addressing bias, fostering belonging, and challenging exclusionary practices within its design principles.","Framing the Learning Through Options. The ""frame"" is the flexible environment itself. Rather than one single way to start, the teacher designs and communicates multiple pathways for students to engage with the lesson's goal:  • Engagement Frame: ""Our goal is to understand the concept of 'interdependence.' You can explore this by connecting it to our science unit on ecosystems, the alliances in our history topic, or the relationships between characters in our novel."" (Optimizing relevance, 7.2)  • Representation Frame: ""To learn the key information, you can read the text, watch this video with captions, or listen to the podcast episode."" (Illustrating through multiple media, 2.5)  • Expression Frame: ""To show what you've learned about interdependence, you can write an exit ticket, draw a concept map, or record a 30-second explanation with a partner."" (Using multiple media for communication, 5.1)","UDL is exceptionally well-suited for the humanities. It encourages representing a diversity of perspectives and identities (Guideline 1.3), which is central to history and literature. It allows for multiple ways to make meaning (Guideline 3.3) beyond the traditional essay. For example, a student could demonstrate their analysis of a historical event by creating a documentary, writing a series of diary entries from different perspectives, or constructing a debate, thereby honoring different ways of knowing and expressing. Specific History Example: connect prior knowledge to new learning (3.1); highlight and explore patterns, critical features, big ideas, and relationships (3.2); cultivate multiple ways of knowing and making meaning (3.3); maximize transfer and generalization (3.4); foster collaboration, interdependence, and collective learning (8.3); foster belonging and community (8.4); cultivate empathy and restorative practices (9.4)","1. ""The goal of UDL is learner agency that is purposeful & reflective, resourceful & authentic, strategic & action-oriented."" (CAST, 2024)  2. ""Barriers to learning are not inherent in the capacities of learners, but arise in the design of the learning environment. The goal is to fix the curriculum, not the student."" (Core UDL Premise)  3. ""Provide multiple means of Engagement (the 'why'), Representation (the 'what'), and Action & Expression (the 'how') of learning."" (The Three Principles)","Advantages:  Provides a concrete ""how-to"" for achieving the goals of other frameworks. It offers a practical design toolkit for implementing Biesta's subjectification (through choice and identity), and Wiliam's formative assessment (by building in varied ways for students to show their learning, which provides richer evidence). It operationalizes equity by design.  - Can be misinterpreted as a complex checklist, leading to superficial choices (""choice-as-compliance"") rather than meaningful options. It requires significant front-loading of design time and resources from the teacher, which can be a major practical barrier in time-poor systems.","Not mandated as a specific pedagogical framework. However, its principles are legally embedded in educational policy in many countries, particularly in relation to accessibility and technology procurement (e.g., the USA's Every Student Succeeds Act and Higher Education Opportunity Act reference UDL principles).","Teacher Facing, Educational Learning theory",Universal (Primary & Post-Primary).,
GLB,Current,Framing with Thinking Routines,"A pedagogical framework focused on making thinking visible. A ""Thinking Routine"" is a simple, structured protocol (a set of steps or questions) that scaffolds and guides a specific cognitive move. Instead of framing a lesson with a stated objective, the teacher frames it by initiating a routine, immediately making the process of thinking the central activity. The long-term goal is to build a ""Culture of Thinking"" where these patterns of thought become habitual for students.","Originating from Project Zero at the Harvard Graduate School of Education. Key texts include Making Thinking Visible (Ritchhart, Church, & Morrison, 2011) and Creating Cultures of Thinking (Ritchhart, 2015). This is a research-based framework for teacher practice adopted globally.","Project Zero. Inc.  Ron Ritchhart, David Perkins,  Shari Tishman et al.","Socio-Constructivism / Visible Thinking. Based on the idea that thinking is a social practice that can be learned. By using routines to externalize and structure cognitive processes, thinking becomes visible, shareable, and improvable. It treats thinking not as an innate ability but as a set of learnable skills and dispositions.","The Routines Themselves. The entire model is a collection of student-friendly strategies. The frame for the lesson is the routine:  • For introducing a topic: ""Let's start today with a See-Think-Wonder."" (Teacher shows an image/artifact). This frames the lesson as inquiry.  • For activating prior knowledge: ""Before we dive into our new topic, we'll use a 3-2-1 Bridge to see what we already think we know."" This frames the lesson as an act of connection.  • For generating questions: ""Our 'Do Now' is a Think-Puzzle-Explore."" This frames the lesson as a student-led investigation.","The routines are exceptionally well-suited to the humanities, as they provide concrete structures for the abstract thinking these subjects demand. A history class can frame the analysis of a political cartoon with ""See-Think-Wonder."" A literature class can frame a character study with the ""Circle of Viewpoints"" routine. An ethics class can frame a dilemma with the ""Tug of War"" routine. They provide a common language for complex cognitive tasks.","1. ""Understanding is not a type of knowledge, but an ability to perform a variety of thought-provoking actions with a topic."" (David Perkins)  2. ""These routines are not just activities; they are patterns of thinking that we want students to internalize and use independently."" (Ron Ritchhart)  3. ""Culture is the bedrock of learning... We create a culture of thinking by making thinking a routine part of what we do every day."" (d from Ritchhart's core thesis in Creating Cultures of Thinking)","Advantages:  Highly engaging and student-centered. Makes abstract thinking accessible and concrete for all learners. The routines are easy to learn and can be adapted to any subject or age level. They empower students to take ownership of their thinking processes.  - Prone to the same ""lethal mutation"" as LIs/SCs. If used as disconnected ""fun starters"" without being explicitly linked to the lesson's learning goal and the broader aim of building a culture of thinking, they lose their power and become procedural fluff.","No. This is a grassroots, research-based framework voluntarily adopted by schools and professional learning communities seeking to foster deeper thinking and student engagement.","Teacher Facing, Educational Learning theory",Universal (Primary & Post-Primary).,
USA,Hybrid,Advance Organizers (foundation for Knowledge Organizers),"A cognitive theory of meaningful learning in which new ideas are anchored to relevant prior knowledge (“subsumers”) relative to Ausubel’s Assimilation Theory, and in the learner’s cognitive structure through experience. Instruction should use advance organizers—introductory, highly inclusive ideas presented before instruction—to promote progressive differentiation (from most general to more specific) and integrative reconciliation (linking and resolving relationships among concepts). Contemporary “knowledge organizers” operationalize these principles as concise overviews that prime, connect, and structure learning.","Foundational theory and empirical studies: Ausubel (1960) on advance organizers; Ausubel (1963) The Psychology of Meaningful Verbal Learning; Ausubel (1968; 2nd ed. 1978, with Novak & Hanesian) Educational Psychology: A Cognitive View. Influenced applications: Novak & Gowin (1984) concept mapping; modern knowledge organizers in curriculum design.",David P. Ausubel,"Meaningful learning via subsumption (anchoring to prior knowledge), reception learning (well-structured exposition), advance organizers (expository and comparative), progressive differentiation, and integrative reconciliation; emphasis on schema-like cognitive structures.",Advance Organizer opener (3–6 min): 1) Prime prior knowledge (quick write or prompt to surface what learners already know); 2) Present an expository organizer (if topic is unfamiliar) or a comparative organizer (if partially familiar) that states the most general concepts and relationships; 3) Bridge explicitly (“You already know X; today we’ll connect it to Y by …”); 4) Revisit and refine the organizer as new specifics are learned (progressive differentiation) and connect across concepts (integrative reconciliation).,"- History: Before a unit (e.g., Causes of the French Revolution), present an organizer with big ideas (economic strain, political legitimacy, social hierarchy) and their relationships; add key events and figures progressively; use comparative organizers to contrast with other revolutions; close loops via integrative reconciliation (e.g., linking taxation, representation, and ideology).- Literature: Organizer for a novel/poetry unit listing core concepts (voice, structure, motif, context) with exemplars; progressively differentiate with text-specific evidence; reconcile concepts across works (e.g., how different structures realize similar themes).- Civics/Geography: Organizer mapping institutions, stakeholders, and causal chains; refine with case studies; reconcile tensions (rights vs. responsibilities; growth vs. sustainability).","“If I had to reduce all of educational psychology to just one principle, I would say this: the most important single factor influencing learning is what the learner already knows. Ascertain this and teach him accordingly.” (Ausubel, 1968/1978). “Advance organizers are introduced prior to learning and are presented at a higher level of abstraction, generality, and inclusiveness than the learning material itself.” (Ausubel, 1960/1968).","Connections: Underpins knowledge organizers, concept mapping (Novak), schema-based instruction, and aligns with teacher clarity and backward design (start with big ideas; differentiate and reconcile). Works with locating schema and disequilibrium (Piaget). Nowadays, it complements Wiliam’s evidence-first openings (ascertain prior knowledge) and Hattie’s clarity/progressions. Critique/risks: Can devolve into rote lists if organizers are not truly general/relational; over‑expository use may underplay inquiry; “knowledge organizers” sometimes omit integrative reconciliation, leading to inert knowledge; quality depends on accurately diagnosing prior knowledge and revisiting the organizer as learning advances.",No (widely adopted as a design principle; used in many curricula but not statutory).,"Teacher Facing, Educational Learning theory",K–12 and Higher Education,
